"Accepted Symbol" "Synonym Symbol" "Scientific Name" "Common Name" "State and Province" "Duration" "Growth Habit" "Native Status" "Active Growth Period" "Flower Color" "Flower Conspicuous" "Height  Mature (feet)" "Lifespan" "Drought Tolerance" "Shade Tolerance" "Bloom Period" 
"SPGR2" "" "Sphaeralcea grossulariifolia" "gooseberryleaf globemallow" "USA (AZ  CA  ID  NM  NV  OR  UT  WA)" "Perennial" "Subshrub  Forb/herb" "L48 (N)" "Spring and Summer" "Red" "Yes" "2.0" "Moderate" "Medium" "Intermediate" "Late Spring" 
"SPMU2" "" "Sphaeralcea munroana" "Munro's globemallow" "USA (CA  CO  ID  MT  NV  OR  UT  WA  WY)  CAN (BC)" "Perennial" "Subshrub  Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Orange" "Yes" "2.5" "Moderate" "High" "Intolerant" "Mid Spring" 
"SPAL2" "" "Spiraea alba" "white meadowsweet" "USA (CT  DC  DE  GA  IA  IL  IN  KY  MA  MD  ME  MI  MN  MO  NC  ND  NH  NJ  NY  OH  PA  RI  SD  TN  VA  VT  WI  WV)  CAN (AB  MB  NB  NF  NS  ON  PE  QC  SK)  FRA (SPM)" "Perennial" "Shrub" "L48 (N)  CAN (N)  SPM (N)" "Spring and Summer" "White" "Yes" "3.0" "Moderate" "Low" "Intermediate" "Late Spring" 
"SPBE2" "" "Spiraea betulifolia" "white spirea" "USA (AL  GA  ID  MD  MN  MT  NC  ND  NJ  OR  PA  SD  TN  VA  WA  WV  WY)  CAN (AB  BC  ON  SK)" "Perennial" "Shrub" "L48 (N)  CAN (NI)" "Spring and Summer" "White" "Yes" "3.0" "Long" "Low" "Tolerant" "Early Summer" 
"SPDO" "" "Spiraea douglasii" "rose spirea" "USA (AK  CA  CO  ID  MO  MT  OR  TN  WA)  CAN (BC)" "Perennial" "Shrub" "L48 (N)  AK (N)  CAN (N)" "Spring and Summer" "Purple" "Yes" "7.0" "Long" "Medium" "Intolerant" "Mid Summer" 
"SPTO2" "" "Spiraea tomentosa" "steeplebush" "USA (AR  CT  DE  GA  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  NC  NH  NJ  NY  OH  OR  PA  RI  SC  TN  VA  VT  WA  WI  WV)  CAN (NB  NS  ON  PE  QC)" "Perennial" "Shrub" "L48 (N)  CAN (N)" "Spring and Summer" "Purple" "Yes" "4.0" "Moderate" "Medium" "Intolerant" "Summer" 
"SPCE" "" "Spiranthes cernua" "nodding lady's tresses" "USA (AL  AR  CT  DC  DE  GA  IA  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  NC  NE  NH  NJ  NY  OH  OK  PA  RI  SC  TN  TX  VA  VT  WI  WV)  CAN (NB  NS  ON  PE  QC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "White" "Yes" "1.5" "Short" "None" "Intolerant" "Late Summer" 
"SPRO" "" "Spiranthes romanzoffiana" "hooded lady's tresses" "USA (AK  AZ  CA  CO  CT  IA  ID  IL  IN  MA  ME  MI  MN  MT  ND  NE  NH  NM  NV  NY  OH  OR  PA  SD  UT  VT  WA  WI  WY)  CAN (AB  BC  LB  MB  NB  NF  NS  NT  NU  ON  PE  QC  SK  YT)  FRA (SPM)" "Perennial" "Forb/herb" "L48 (N)  AK (N)  CAN (N)  SPM (N)" "Summer" "White" "Yes" "2.5" "Short" "None" "Intermediate" "Mid Summer" 
"SPPO" "" "Spirodela polyrrhiza" "common duckmeat" "USA (AL  AR  AZ  CA  CO  CT  DC  DE  FL  GA  HI  IA  ID  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  MT  NC  ND  NE  NH  NJ  NM  NV  NY  OH  OK  OR  PA  RI  SC  SD  TN  TX  UT  VA  VT  WA  WI  WV  WY)  USA+ (PR)  CAN (AB  BC  MB  NB  NS  ON  PE  QC  SK)" "Perennial" "Forb/herb" "L48 (N)  HI (N)  PR (N)  CAN (N)" "Spring" "Green" "Yes" "" "Short" "None" "Intermediate" "Late Summer" 
"STPA" "" "Stachys palustris" "marsh hedgenettle" "USA (AK  CT  DC  DE  IL  MA  MD  ME  MI  MN  NH  NJ  NY  OH  PA  RI  VT  WI)  CAN (MB  NB  NF  NS  ON  PE  QC)" "Perennial" "Forb/herb" "L48 (N)  AK (N)  CAN (I)" "Spring and Summer" "Purple" "Yes" "3.0" "Moderate" "Low" "Intermediate" "Late Spring" 
"STTE" "" "Stachys tenuifolia" "smooth hedgenettle" "USA (AL  AR  CT  DC  DE  FL  GA  IA  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  NC  ND  NE  NH  NJ  NY  OH  OK  PA  RI  SC  SD  TN  TX  VA  VT  WI  WV)  CAN (MB  NB  ON  QC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Purple" "Yes" "25" "Moderate" "Low" "Tolerant" "Late Spring" 
"STLO2" "" "Stellaria longipes" "longstalk starwort" "USA (AK  AZ  CA  CO  ID  MD  ME  MI  MN  MT  ND  NM  NV  NY  OR  SD  UT  WA  WI  WY)  CAN (AB  BC  LB  MB  NB  NF  NT  NU  ON  QC  SK  YT)  DEN (GL)" "Perennial" "Forb/herb" "L48 (N)  AK (N)  CAN (N)  GL (N)" "Spring" "White" "Yes" "0.9" "Short" "Low" "Intermediate" "Mid Spring" 
"STARA" "" "Stenotus armerioides var. armerioides" "thrift mock goldenweed" "USA (AZ  CO  KS  MT  ND  NE  NM  SD  UT  WY)  CAN (SK)" "Perennial" "Subshrub  Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Yellow" "Yes" "1.0" "Long" "High" "Intolerant" "Late Spring" 
"STGR4" "" "Styrax grandifolius" "bigleaf snowbell" "USA (AL  AR  FL  GA  IL  IN  KY  LA  MS  NC  OH  SC  TN  TX  VA)" "Perennial" "Tree  Shrub" "L48 (N)" "Spring and Summer" "White" "Yes" "10" "Short" "" "Intermediate" "Spring" 
"SWMA2" "" "Swietenia mahagoni" "West Indian mahogany" "USA (FL  HI)  USA+ (PR  VI)" "Perennial" "Tree" "L48 (N)  HI (I)  PR (N)  VI (N)" "Spring" "Yellow" "Yes" "60" "Short" "Medium" "Intermediate" "Late Spring" 
"SYOR2" "" "Symphoricarpos oreophilus" "mountain snowberry" "USA (AZ  CA  CO  ID  MT  NM  NV  OR  TX  UT  WA  WY)  CAN (BC)" "Perennial" "Shrub" "L48 (N)  CAN (N)" "Spring and Summer" "White" "Yes" "5.0" "Long" "High" "Intermediate" "Late Spring" 
"SYCHC" "" "Symphyotrichum chilense var. chilense" "Pacific aster" "USA (CA  OR  WA)  CAN (BC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring  Summer  Fall" "Purple" "Yes" "3.5" "Moderate" "Medium" "Intermediate" "Mid Summer" 
"SYCHI" "" "Symphyotrichum chilense var. invenustum" "Pacific aster" "USA (CA)" "Perennial" "Forb/herb" "L48 (N)" "Spring and Fall" "Purple" "Yes" "3.0" "Long" "Low" "Intermediate" "Late Summer" 
"SYCO4" "" "Symphyotrichum cordifolium" "common blue wood aster" "USA (AL  AR  CT  DC  DE  FL  GA  IA  IL  IN  KS  KY  MA  MD  ME  MI  MN  MO  MS  NC  NE  NH  NJ  NY  OH  PA  RI  SC  SD  TN  VA  VT  WI  WV)  CAN (BC  MB  NB  NS  ON  PE  QC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring  Summer  Fall" "Purple" "Yes" "5.0" "Short" "Medium" "Intolerant" "Summer" 
"SYFOF" "" "Symphyotrichum foliaceum var. foliaceum" "alpine leafybract aster" "USA (AK  ID  MT  WA)  CAN (AB  BC)" "Perennial" "Forb/herb" "L48 (N)  AK (N)  CAN (N)" "Spring  Summer  Fall" "Purple" "Yes" "2.0" "Short" "Low" "Intolerant" "Mid Summer" 
"SYLAL3" "" "Symphyotrichum laeve var. laeve" "smooth blue aster" "USA (AL  AR  CT  DC  DE  GA  IA  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  NC  NE  NH  NJ  NY  OH  OK  PA  RI  SC  TN  VA  VT  WI  WV)  CAN (MB  NB  ON  QC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Purple" "Yes" "4.0" "Short" "Medium" "Intolerant" "Mid Summer" 
"SYLAH6" "" "Symphyotrichum lanceolatum ssp. hesperium var. hesperium" "white panicle aster" "USA (AZ  CA  CO  IA  ID  KS  MI  MN  MO  MT  ND  NE  NM  NV  OK  OR  SD  TX  UT  WA  WI  WY)  CAN (AB  BC  MB  NT  ON  QC  SK)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Summer and Fall" "Yellow" "Yes" "6.0" "Long" "Low" "Intermediate" "Late Summer" 
"SYLAH7" "" "Symphyotrichum lanceolatum ssp. lanceolatum var. hirsuticaule" "white panicle aster" "USA (IA  IL  IN  MA  MI  MN  OH  WI)  CAN (MB  ON)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "White" "Yes" "6.0" "Long" "Low" "Intermediate" "Late Summer" 
"SYLAL7" "" "Symphyotrichum lateriflorum var. lateriflorum" "calico aster" "USA (AL  AR  CT  DC  DE  FL  GA  IA  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  NC  NE  NH  NJ  NY  OH  OK  PA  RI  SC  SD  TN  TX  VA  VT  WI  WV)  CAN (BC  MB  NB  NS  ON  PE  QC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring  Summer  Fall" "White" "Yes" "5.0" "Short" "Low" "Intolerant" "Summer" 
"SYLAL7" "SYLAH4" "Symphyotrichum lateriflorum var. hirsuticaule" "" "" "" "" "" "Spring  Summer  Fall" "Purple" "Yes" "4.0" "Short" "Medium" "Intolerant" "Mid Summer" 
"SYNON" "" "Symphyotrichum novi-belgii var. novi-belgii" "New York aster" "USA (CT  DC  DE  MA  MD  ME  NH  NJ  NY  PA  RI  VT)  CAN (LB  NB  NF  NS  PE  QC)  FRA (SPM)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)  SPM (N)" "Spring  Summer  Fall" "Purple" "Yes" "6.0" "Short" "Low" "Intolerant" "Summer" 
"SYPAP2" "" "Symphyotrichum patens var. patens" "late purple aster" "USA (AL  AR  CT  DC  DE  FL  GA  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  NC  NH  NJ  NY  OH  OK  PA  RI  SC  TN  TX  VA  WV)" "Perennial" "Forb/herb" "L48 (N)" "Spring  Summer  Fall" "Purple" "Yes" "2.5" "Long" "Medium" "Tolerant" "Late Summer" 
"SYPIP3" "" "Symphyotrichum pilosum var. pilosum" "hairy white oldfield aster" "USA (AL  AR  CT  DC  DE  FL  GA  IA  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  NC  NE  NJ  NY  OH  OK  PA  RI  SC  SD  TN  TX  VA  VT  WI  WV)  CAN (BC  NB  NS  ON  QC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring  Summer  Fall" "Purple" "Yes" "3.0" "Short" "Medium" "Tolerant" "Late Summer" 
"SYPR6" "" "Symphyotrichum prenanthoides" "crookedstem aster" "USA (CT  DC  DE  IA  IL  IN  KY  MA  MD  MI  MN  NC  NJ  NY  OH  PA  TN  VA  WI  WV)  CAN (ON)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring  Summer  Fall" "Blue" "Yes" "4.0" "Short" "Medium" "Intolerant" "Summer" 
"SYPUP" "" "Symphyotrichum puniceum var. puniceum" "purplestem aster" "USA (AL  CT  DC  DE  GA  IA  IL  IN  KY  MA  MD  ME  MI  MN  MO  NC  ND  NH  NJ  NY  OH  PA  RI  SC  SD  TN  VA  VT  WI  WV)  CAN (AB  BC  LB  MB  NB  NF  NS  NT  ON  PE  QC  SK)  FRA (SPM)" "Perennial" "Forb/herb  Subshrub" "L48 (N)  CAN (N)  SPM (N)" "Spring  Summer  Fall" "Blue" "Yes" "8.1" "Moderate" "Low" "Intolerant" "Fall" 
"SYSUS" "" "Symphyotrichum subspicatum var. subspicatum" "Douglas aster" "USA (AK  CA  ID  MT  OR  WA)  CAN (AB  BC)" "Perennial" "Forb/herb" "L48 (N)  AK (N)  CAN (N)" "Spring and Summer" "Purple" "Yes" "0.3" "Short" "None" "Intermediate" "Late Summer" 
"SYSU5" "" "Symphyotrichum subulatum" "eastern annual saltmarsh aster" "USA (AL  AR  CT  DE  FL  GA  IL  IN  LA  MA  MD  ME  MI  MS  NC  NH  NJ  NY  OH  PA  RI  SC  TN  TX  VA)  CAN (NB  ON)" "Annual  Biennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring  Summer  Fall" "Blue" "Yes" "3.0" "" "Low" "Intolerant" "Late Summer" 
"SYFO" "" "Symplocarpus foetidus" "skunk cabbage" "USA (CT  DC  DE  IA  IL  IN  KY  MA  MD  ME  MI  MN  NC  NH  NJ  NY  OH  PA  RI  TN  VA  VT  WI  WV)  CAN (NB  NS  ON  QC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring" "Purple" "Yes" "2.0" "Moderate" "Low" "Tolerant" "Summer" 
"SYTI" "" "Symplocos tinctoria" "common sweetleaf" "USA (AL  AR  DE  FL  GA  LA  MD  MS  NC  NY  OK  SC  TN  TX  VA)" "Perennial" "Tree  Shrub" "L48 (N)" "Spring and Summer" "Yellow" "Yes" "20" "Short" "None" "Tolerant" "Late Spring" 
"TAHE" "" "Tabebuia heterophylla" "white cedar" "USA (FL)  USA+ (PR  VI)" "Perennial" "Tree  Shrub" "L48 (N)  PR (N)  VI (N)" "Spring  Summer  Fall" "White" "Yes" "60" "Moderate" "Low" "Intolerant" "Spring" 
"TAOF" "" "Taraxacum officinale" "common dandelion" "USA (AK  AL  AR  AZ  CA  CO  CT  DC  DE  FL  GA  HI  IA  ID  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  MT  NC  ND  NE  NH  NJ  NM  NV  NY  OH  OK  OR  PA  RI  SC  SD  TN  TX  UT  VA  VT  WA  WI  WV  WY)  USA+ (PR)  CAN (AB  BC  LB  MB  NB  NF  NS  NT  NU  ON  PE  QC  SK  YT)  DEN (GL)  FRA (SPM)" "Perennial" "Forb/herb" "L48 (NI)  AK (NI)  HI (I)  PR (I)  CAN (NI)  GL (NI)  SPM (I)" "Spring and Fall" "Yellow" "Yes" "0.5" "Short" "Medium" "Intermediate" "Early Spring" 
"TEST" "" "Tecoma stans" "yellow trumpetbush" "USA (AZ  FL  HI  NM  TX)  USA+ (PR  VI)" "Perennial" "Tree  Shrub" "L48 (N)  HI (I)  PR (N)  VI (N)" "Spring and Summer" "Yellow" "Yes" "20" "Moderate" "High" "Intolerant" "Indeterminate" 
"TESP2" "" "Tetradymia spinosa" "shortspine horsebrush" "USA (CA  CO  ID  MT  NM  NV  OR  UT  WY)" "Perennial" "Subshrub  Shrub" "L48 (N)" "Spring and Summer" "Yellow" "Yes" "3.2" "Long" "High" "Intolerant" "Mid Spring" 
"TECA3" "" "Teucrium canadense" "Canada germander" "USA (AL  AR  AZ  CA  CO  CT  DC  DE  FL  GA  IA  ID  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  MT  NC  ND  NE  NH  NJ  NM  NV  NY  OH  OK  OR  PA  RI  SC  SD  TN  TX  UT  VA  VT  WA  WI  WV  WY)  CAN (BC  MB  NB  NS  ON  PE  QC  SK)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Purple" "Yes" "3.3" "Moderate" "Low" "Intermediate" "Summer" 
"THMO" "" "Thamnosma montana" "turpentinebroom" "USA (AZ  CA  NV  UT)" "Perennial" "Subshrub" "L48 (N)" "Spring and Fall" "Purple" "Yes" "2.0" "Moderate" "High" "Intolerant" "Early Spring" 
"TIAM" "" "Tilia americana" "American basswood" "USA (AL  AR  CT  DC  DE  FL  GA  IA  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  NC  ND  NE  NH  NJ  NY  OH  OK  PA  RI  SC  SD  TN  TX  VA  VT  WI  WV)  CAN (MB  NB  ON  QC  SK)" "Perennial" "Tree" "L48 (N)  CAN (NI)" "Spring and Summer" "Yellow" "Yes" "100" "Moderate" "Low" "Tolerant" "Late Spring" 
"TRVI" "" "Tradescantia virginiana" "Virginia spiderwort" "USA (AL  AR  CA  CT  DC  DE  GA  IA  IL  IN  KY  LA  MA  MD  ME  MI  MN  MO  MS  NC  NH  NJ  NY  OH  PA  RI  SC  TN  VA  VT  WV)  CAN (ON)" "Perennial" "Forb/herb" "L48 (N)  CAN (I)" "Spring" "Blue" "Yes" "1.1" "Short" "Medium" "Intermediate" "Spring" 
"TRLO" "" "Trifolium longipes" "longstalk clover" "USA (AZ  CA  CO  ID  MT  NM  NV  OR  UT  WA  WY)" "Perennial" "Forb/herb" "L48 (N)" "Spring and Summer" "Purple" "Yes" "0.5" "Short" "Medium" "Intermediate" "Spring" 
"TRMA3" "" "Trifolium macrocephalum" "largehead clover" "USA (CA  ID  NV  OR  WA)" "Perennial" "Forb/herb" "L48 (N)" "Spring and Summer" "Purple" "Yes" "2.0" "Short" "Medium" "Intermediate" "Mid Spring" 
"TRWO" "" "Trifolium wormskioldii" "cows clover" "USA (AK  AZ  CA  CO  ID  MT  NM  NV  OR  TX  UT  WA  WY)  CAN (BC)" "Annual  Perennial" "Forb/herb" "L48 (N)  AK (N?)  CAN (N)" "Spring and Summer" "Red" "Yes" "3.5" "Moderate" "Low" "Intermediate" "Late Spring" 
"TRGR7" "" "Triteleia grandiflora" "largeflower triteleia" "USA (CA  CO  ID  MT  OR  UT  WA  WY)  CAN (BC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Blue" "Yes" "2.0" "Short" "Medium" "Intermediate" "Mid Spring" 
"TYAN" "" "Typha angustifolia" "narrowleaf cattail" "USA (AR  CA  CO  CT  DC  DE  IA  ID  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  MT  NC  ND  NE  NH  NJ  NM  NV  NY  OH  OK  OR  PA  RI  SC  SD  TN  VA  VT  WA  WI  WV  WY)  CAN (BC  MB  NB  NS  ON  PE  QC  SK)" "Perennial" "Forb/herb" "L48 (NI)  CAN (N)" "Spring" "Green" "Yes" "4.9" "Long" "Low" "Intolerant" "Late Spring" 
"UMCA" "" "Umbellularia californica" "California laurel" "USA (CA  OR)" "Perennial" "Tree  Shrub" "L48 (N)" "Spring  Summer  Fall" "Yellow" "Yes" "80" "Long" "Low" "Tolerant" "Spring" 
"UTMI" "" "Utricularia minor" "lesser bladderwort" "USA (AK  AZ  CA  CO  CT  DE  IA  ID  IL  IN  MA  ME  MI  MN  MO  MT  NC  ND  NE  NH  NJ  NV  NY  OH  OR  PA  RI  SD  UT  VT  WA  WI  WY)  CAN (AB  BC  LB  MB  NB  NF  NS  NT  NU  ON  PE  QC  SK  YT)  DEN (GL)  FRA (SPM)" "Perennial" "Forb/herb" "L48 (N)  AK (N)  CAN (N)  GL (N)  SPM (N)" "Spring and Summer" "Yellow" "Yes" "0.2" "Short" "None" "Intolerant" "Summer" 
"VAAR" "" "Vaccinium arboreum" "farkleberry" "USA (AL  AR  FL  GA  IL  IN  KS  KY  LA  MO  MS  NC  OK  SC  TN  TX  VA)" "Perennial" "Tree  Shrub" "L48 (N)" "Spring and Summer" "White" "Yes" "28" "Long" "Medium" "Tolerant" "Late Summer" 
"VACE" "" "Vaccinium cespitosum" "dwarf bilberry" "USA (AK  CA  CO  ID  ME  MI  MN  MT  NH  NM  NV  NY  OR  UT  VT  WA  WI  WY)  CAN (AB  BC  LB  MB  NB  NF  NS  NT  ON  QC  SK  YT)" "Perennial" "Subshrub  Shrub" "L48 (N)  AK (N)  CAN (N)" "" "" "" "" "" "" "" "" 
"VACE" "VACA13" "Vaccinium caespitosum" "" "" "" "" "" "Spring and Summer" "Red" "Yes" "1.0" "Moderate" "Low" "Tolerant" "Early Summer" 
"VAEL" "" "Vaccinium elliottii" "Elliott's blueberry" "USA (AL  AR  FL  GA  LA  MS  NC  SC  TN  TX  VA)" "Perennial" "Shrub" "L48 (N)" "Spring and Summer" "White" "Yes" "10" "Moderate" "Low" "Intermediate" "Early Spring" 
"VAME" "" "Vaccinium membranaceum" "thinleaf huckleberry" "USA (AZ  CA  CO  ID  MI  MN  MT  OR  SD  UT  WA  WY)  CAN (AB  BC  NT  ON  YT)" "Perennial" "Shrub" "L48 (N)  CAN (N)" "Spring and Summer" "Purple" "Yes" "4.5" "Long" "Low" "Intermediate" "Late Spring" 
"VASC" "" "Vaccinium scoparium" "grouse whortleberry" "USA (CA  CO  ID  MT  NM  NV  OR  SD  UT  WA  WY)  CAN (AB  BC)" "Perennial" "Subshrub  Shrub" "L48 (N)  CAN (N)" "Spring and Summer" "Red" "Yes" "2.0" "Moderate" "Medium" "Tolerant" "Early Summer" 
"VAST" "" "Vaccinium stamineum" "deerberry" "USA (AL  AR  CT  DC  DE  FL  GA  IL  IN  KS  KY  LA  MA  MD  ME  MO  MS  NC  NJ  NY  OH  OK  PA  RI  SC  TN  TX  VA  VT  WV)  CAN (ON)" "Perennial" "Shrub" "L48 (N)  CAN (N)" "Spring and Summer" "White" "Yes" "16" "Long" "High" "Tolerant" "Late Summer" 
"VAUL" "" "Vaccinium uliginosum" "bog blueberry" "USA (AK  CA  ID  ME  MI  MN  MT  NH  NV  NY  OR  UT  VT  WA  WY)  CAN (AB  BC  LB  MB  NB  NF  NS  NT  NU  ON  PE  QC  SK  YT)  DEN (GL)  FRA (SPM)" "Perennial" "Subshrub  Shrub" "L48 (N)  AK (N)  CAN (N)  GL (N)  SPM (N)" "Spring and Summer" "Purple" "Yes" "2.0" "Moderate" "Low" "Intermediate" "Early Summer" 
"VAVI" "" "Vaccinium vitis-idaea" "lingonberry" "USA (AK  CT  MA  ME  MI  MN  NH  VT  WI)  CAN (AB  BC  LB  MB  NB  NF  NS  NT  NU  ON  PE  QC  SK  YT)  DEN (GL)  FRA (SPM)" "Perennial" "Shrub  Subshrub" "L48 (N)  AK (N)  CAN (N)  GL (N)  SPM (N)" "Spring" "White" "Yes" "0.5" "Short" "Low" "Intolerant" "Summer" 
"VAOC2" "" "Valeriana occidentalis" "western valerian" "USA (AZ  CA  CO  ID  MT  NV  OR  SD  UT  WA  WY)" "Perennial" "Forb/herb" "L48 (N)" "Spring and Summer" "White" "Yes" "3.0" "Moderate" "None" "Intolerant" "Late Spring" 
"VECA2" "" "Veratrum californicum" "California false hellebore" "USA (AZ  CA  ID  MT  NM  NV  OR  UT  WA  WY)" "Perennial" "Forb/herb" "L48 (N)" "Spring and Summer" "White" "Yes" "6.0" "Moderate" "Low" "Tolerant" "Mid Spring" 
"VEEN" "" "Verbesina encelioides" "golden crownbeard" "USA (AL  AR  AZ  CA  CO  FL  GA  HI  IA  IL  KS  LA  MA  MD  MI  MO  MT  NC  ND  NE  NM  NV  NY  OK  PA  RI  SC  SD  TN  TX  UT  WY)  USA+ (PR)" "Annual" "Forb/herb" "L48 (N)  HI (I)  PR (N)" "Summer" "Yellow" "Yes" "2.0" "" "Low" "Intolerant" "Summer" 
"VEMI2" "" "Vernonia missurica" "Missouri ironweed" "USA (AL  AR  FL  IA  IL  IN  KS  KY  LA  MA  MI  MO  MS  NE  NM  OH  OK  TN  TX)" "Perennial" "Forb/herb" "L48 (N)" "Spring and Summer" "Purple" "Yes" "6.0" "Moderate" "Low" "Intolerant" "Late Summer" 
"VENO" "" "Vernonia noveboracensis" "New York ironweed" "USA (AL  CT  DC  DE  FL  GA  KY  MA  MD  NC  NH  NJ  NM  NY  OH  PA  RI  SC  TN  VA  WV)" "Perennial" "Forb/herb" "L48 (N)" "Summer" "Purple" "Yes" "6.6" "Short" "Medium" "Intermediate" "Late Summer" 
"VEAM2" "" "Veronica americana" "American speedwell" "USA (AK  AR  AZ  CA  CO  CT  DE  IA  ID  IL  IN  KS  KY  MA  MD  ME  MI  MN  MO  MT  NC  ND  NE  NH  NJ  NM  NV  NY  OH  OK  OR  PA  RI  SC  SD  TN  TX  UT  VA  VT  WA  WI  WV  WY)  CAN (AB  BC  MB  NB  NF  NS  NT  ON  PE  QC  SK  YT)  FRA (SPM)" "Perennial" "Forb/herb" "L48 (N)  AK (N)  CAN (N)  SPM (W)" "Spring and Summer" "Blue" "Yes" "0.8" "Short" "Low" "Tolerant" "Mid Summer" 
"VEWO2" "" "Veronica wormskjoldii" "American alpine speedwell" "USA (AK  AZ  CA  CO  ID  ME  MT  NH  NM  NV  OR  UT  WA  WY)  CAN (AB  BC  LB  NF  NT  NU  ON  QC  YT)  DEN (GL)" "Perennial" "Forb/herb" "L48 (N)  AK (N)  CAN (N)  GL (N)" "Spring and Summer" "Blue" "Yes" "1.0" "Moderate" "Low" "Intermediate" "Summer" 
"VIAC" "" "Viburnum acerifolium" "mapleleaf viburnum" "USA (AL  AR  CT  DC  DE  FL  GA  IL  IN  KY  LA  MA  MD  ME  MI  MS  NC  NH  NJ  NY  OH  PA  RI  SC  TN  TX  VA  VT  WI  WV)  CAN (NB  ON  QC)" "Perennial" "Shrub  Subshrub" "L48 (N)  CAN (N)" "Spring and Summer" "White" "Yes" "6.0" "Long" "High" "Tolerant" "Indeterminate" 
"VIDED4" "" "Viburnum dentatum var. dentatum" "southern arrowwood" "USA (AL  AR  CT  DC  DE  FL  GA  IA  IL  IN  KY  LA  MD  ME  MO  MS  NC  NJ  NY  OH  PA  SC  TN  TX  VA  WV)" "Perennial" "Tree  Shrub" "L48 (N)" "Spring" "White" "Yes" "8.0" "Short" "Low" "Intermediate" "Early Spring" 
"VIED" "" "Viburnum edule" "squashberry" "USA (AK  CA  CO  ID  ME  MI  MN  MT  NH  NY  OR  PA  SD  VT  WA  WI  WY)  CAN (AB  BC  LB  MB  NB  NF  NS  NT  NU  ON  QC  SK  YT)  FRA (SPM)" "Perennial" "Shrub" "L48 (N)  AK (N)  CAN (N)  SPM (N)" "Spring" "White" "Yes" "2.0" "Short" "Low" "Tolerant" "Late Spring" 
"VILA11" "" "Viburnum lantanoides" "hobblebush" "USA (CT  GA  KY  MA  MD  ME  NC  NH  NJ  NY  OH  PA  RI  TN  VA  VT  WV)  CAN (NB  NS  ON  PE  QC)" "Perennial" "Shrub" "L48 (N)  CAN (N)" "Spring and Summer" "White" "Yes" "10" "Long" "Medium" "Tolerant" "Late Spring" 
"VILE" "" "Viburnum lentago" "nannyberry" "USA (AL  CO  CT  GA  IA  IL  IN  KY  MA  MD  ME  MI  MN  MO  MT  ND  NE  NH  NJ  NY  OH  PA  RI  SD  VA  VT  WI  WV  WY)  CAN (MB  NB  ON  QC  SK)" "Perennial" "Tree  Shrub" "L48 (N)  CAN (N)" "Spring and Summer" "White" "Yes" "28" "Long" "Low" "Tolerant" "Late Spring" 
"VINUC" "" "Viburnum nudum var. cassinoides" "withe-rod" "USA (AL  CT  DC  DE  GA  IL  IN  KY  MA  MD  ME  MI  NC  NH  NJ  NY  OH  PA  RI  SC  TN  VA  VT  WI  WV)  CAN (NB  NF  NS  ON  PE  QC)  FRA (SPM)" "Perennial" "Tree  Shrub" "L48 (N)  CAN (N)  SPM (N)" "Spring and Summer" "White" "Yes" "15" "Long" "Medium" "Tolerant" "Early Summer" 
